Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Not SWD,2015,5 year August,59998,52529,87.6,50642,84.4,96.4,15390,25.7,29.3,35252,58.8,67.1,1887,3.1,3.6,1834,3.1,4932,8.2,5,0,691,1.2
Citywide,Citywide,,Not SWD,2014,5 year August,61287,52410,85.5,50528,82.4,96.4,15436,25.2,29.5,35092,57.3,67,1882,3.1,3.6,1967,3.2,6309,10.3,28,0,569,0.9
Citywide,Citywide,,Not SWD,2013,5 year August,59870,50410,84.2,48916,81.7,97,14419,24.1,28.6,34497,57.6,68.4,1494,2.5,3,2962,4.9,5745,9.6,235,0.4,499,0.8
Citywide,Citywide,,Not SWD,2012,5 year August,61089,50986,83.5,49805,81.5,97.7,13633,22.3,26.7,36172,59.2,70.9,1181,1.9,2.3,3310,5.4,6203,10.2,48,0.1,431,0.7
Citywide,Citywide,,Not SWD,2018,5 year June,56924,51469,90.4,51337,90.2,99.7,23416,41.1,45.5,27921,49,54.2,132,0.2,0.3,1126,2,3782,6.6,3,0,525,0.9
Citywide,Citywide,,Not SWD,2017,5 year June,58424,52609,90,52553,90,99.9,25375,43.4,48.2,27178,46.5,51.7,56,0.1,0.1,1379,2.4,3876,6.6,4,0,542,0.9
Citywide,Citywide,,Not SWD,2016,5 year June,59911,52696,88,52483,87.6,99.6,21943,36.6,41.6,30540,51,58,213,0.4,0.4,2271,3.8,4241,7.1,6,0,682,1.1
Citywide,Citywide,,Not SWD,2015,5 year June,59998,52263,87.1,50382,84,96.4,15385,25.6,29.4,34997,58.3,67,1881,3.1,3.6,2002,3.3,5030,8.4,5,0,691,1.2
Citywide,Citywide,,Not SWD,2014,5 year June,61287,52077,85,50275,82,96.5,15428,25.2,29.6,34847,56.9,66.9,1802,2.9,3.5,2204,3.6,6404,10.4,28,0,570,0.9
Citywide,Citywide,,Not SWD,2013,5 year June,59870,50079,83.6,48654,81.3,97.2,14416,24.1,28.8,34238,57.2,68.4,1425,2.4,2.8,3282,5.5,5756,9.6,235,0.4,499,0.8
Citywide,Citywide,,Not SWD,2012,5 year June,61089,50640,82.9,49505,81,97.8,13633,22.3,26.9,35872,58.7,70.8,1135,1.9,2.2,3640,6,6217,10.2,48,0.1,431,0.7
Citywide,Citywide,,Not SWD,2017,6 year June,58419,53084,90.9,53023,90.8,99.9,25382,43.4,47.8,27641,47.3,52.1,61,0.1,0.1,526,0.9,4203,7.2,4,0,588,1
Citywide,Citywide,,Not SWD,2016,6 year June,59948,53473,89.2,53248,88.8,99.6,21961,36.6,41.1,31287,52.2,58.5,225,0.4,0.4,804,1.3,4918,8.2,9,0,727,1.2
Citywide,Citywide,,Not SWD,2015,6 year June,60028,53176,88.6,51285,85.4,96.4,15397,25.6,29,35888,59.8,67.5,1891,3.2,3.6,1010,1.7,5106,8.5,6,0,722,1.2
Citywide,Citywide,,Not SWD,2014,6 year June,61302,53367,87.1,51395,83.8,96.3,15439,25.2,28.9,35956,58.7,67.4,1972,3.2,3.7,988,1.6,6279,10.2,28,0,636,1
Citywide,Citywide,,Not SWD,2013,6 year June,59928,51262,85.5,49619,82.8,96.8,14424,24.1,28.1,35195,58.7,68.7,1643,2.7,3.2,1445,2.4,6474,10.8,228,0.4,503,0.8
Citywide,Citywide,,Not SWD,2012,6 year June,60954,51758,84.9,50438,82.7,97.4,13634,22.4,26.3,36804,60.4,71.1,1320,2.2,2.6,1743,2.9,6787,11.1,72,0.1,472,0.8
Citywide,Citywide,,SWD,2019,4 year August,13935,9143,65.6,8964,64.3,98,701,5,7.7,8263,59.3,90.4,179,1.3,2,3294,23.6,1082,7.8,254,1.8,144,1
Citywide,Citywide,,SWD,2018,4 year August,13956,8952,64.1,8814,63.2,98.5,1332,9.5,14.9,7482,53.6,83.6,138,1,1.5,3440,24.6,1073,7.7,317,2.3,161,1.2
Citywide,Citywide,,SWD,2017,4 year August,14323,8841,61.7,8491,59.3,96,1412,9.9,16,7079,49.4,80.1,350,2.4,4,3931,27.4,1107,7.7,223,1.6,190,1.3
Citywide,Citywide,,SWD,2016,4 year August,13635,7700,56.5,6936,50.9,90.1,775,5.7,10.1,6161,45.2,80,764,5.6,9.9,4177,30.6,1237,9.1,264,1.9,248,1.8
Citywide,Citywide,,SWD,2015,4 year August,13727,7215,52.6,3734,27.2,51.8,266,1.9,3.7,3468,25.3,48.1,3481,25.4,48.2,4175,30.4,1812,13.2,311,2.3,212,1.5
Citywide,Citywide,,SWD,2014,4 year August,13665,6890,50.4,3578,26.2,51.9,255,1.9,3.7,3323,24.3,48.2,3312,24.2,48.1,4497,32.9,1753,12.8,321,2.3,202,1.5
Citywide,Citywide,,SWD,2013,4 year August,13036,6090,46.7,3180,24.4,52.2,232,1.8,3.8,2948,22.6,48.4,2910,22.3,47.8,4539,34.8,1802,13.8,404,3.1,163,1.3
Citywide,Citywide,,SWD,2012,4 year August,12938,5867,45.3,3174,24.5,54.1,197,1.5,3.4,2977,23,50.7,2693,20.8,45.9,4563,35.3,1865,14.4,439,3.4,148,1.1
Citywide,Citywide,,SWD,2019,4 year June,13935,8685,62.3,8545,61.3,98.4,698,5,8,7847,56.3,90.4,140,1,1.6,3739,26.8,1094,7.9,255,1.8,144,1
Citywide,Citywide,,SWD,2018,4 year June,13956,8529,61.1,8418,60.3,98.7,1328,9.5,15.6,7090,50.8,83.1,111,0.8,1.3,3854,27.6,1082,7.8,317,2.3,161,1.2
Citywide,Citywide,,SWD,2017,4 year June,14323,8318,58.1,8011,55.9,96.3,1388,9.7,16.7,6623,46.2,79.6,307,2.1,3.7,4448,31.1,1112,7.8,224,1.6,190,1.3
Citywide,Citywide,,SWD,2016,4 year June,13635,7394,54.2,6670,48.9,90.2,768,5.6,10.4,5902,43.3,79.8,724,5.3,9.8,4476,32.8,1244,9.1,264,1.9,248,1.8
Citywide,Citywide,,SWD,2015,4 year June,13727,6727,49,3583,26.1,53.3,264,1.9,3.9,3319,24.2,49.3,3144,22.9,46.7,4647,33.9,1826,13.3,313,2.3,212,1.5
Citywide,Citywide,,SWD,2014,4 year June,13665,6411,46.9,3436,25.1,53.6,252,1.8,3.9,3184,23.3,49.7,2975,21.8,46.4,4972,36.4,1753,12.8,325,2.4,202,1.5
Citywide,Citywide,,SWD,2013,4 year June,13036,5652,43.4,3047,23.4,53.9,224,1.7,4,2823,21.7,49.9,2605,20,46.1,4969,38.1,1802,13.8,412,3.2,163,1.3
Citywide,Citywide,,SWD,2012,4 year June,12938,5415,41.9,3033,23.4,56,194,1.5,3.6,2839,21.9,52.4,2382,18.4,44,5008,38.7,1865,14.4,446,3.4,148,1.1
Citywide,Citywide,,SWD,2018,5 year August,13707,9565,69.8,9362,68.3,97.9,1336,9.7,14,8026,58.6,83.9,203,1.5,2.1,1534,11.2,1591,11.6,816,6,190,1.4
Citywide,Citywide,,SWD,2017,5 year August,13671,9192,67.2,8956,65.5,97.4,1408,10.3,15.3,7548,55.2,82.1,236,1.7,2.6,1642,12,1742,12.7,829,6.1,239,1.7
Citywide,Citywide,,SWD,2016,5 year August,13505,8673,64.2,7789,57.7,89.8,792,5.9,9.1,6997,51.8,80.7,884,6.5,10.2,2107,15.6,1841,13.6,552,4.1,312,2.3
Citywide,Citywide,,SWD,2015,5 year August,13705,8146,59.4,4280,31.2,52.5,269,2,3.3,4011,29.3,49.2,3866,28.2,47.5,2107,15.4,2283,16.7,889,6.5,278,2
Citywide,Citywide,,SWD,2014,5 year August,13573,7714,56.8,3747,27.6,48.6,251,1.8,3.3,3496,25.8,45.3,3967,29.2,51.4,2021,14.9,2727,20.1,877,6.5,232,1.7
Citywide,Citywide,,SWD,2013,5 year August,13012,7022,54,3396,26.1,48.4,235,1.8,3.3,3161,24.3,45,3626,27.9,51.6,2286,17.6,2538,19.5,936,7.2,226,1.7
Citywide,Citywide,,SWD,2012,5 year August,13010,6697,51.5,3362,25.8,50.2,196,1.5,2.9,3166,24.3,47.3,3335,25.6,49.8,2454,18.9,2553,19.6,1070,8.2,185,1.4
Citywide,Citywide,,SWD,2018,5 year June,13707,9477,69.1,9278,67.7,97.9,1336,9.7,14.1,7942,57.9,83.8,199,1.5,2.1,1602,11.7,1611,11.8,816,6,190,1.4
Citywide,Citywide,,SWD,2017,5 year June,13671,9109,66.6,8878,64.9,97.5,1408,10.3,15.5,7470,54.6,82,231,1.7,2.5,1707,12.5,1760,12.9,829,6.1,239,1.7
Citywide,Citywide,,SWD,2016,5 year June,13505,8553,63.3,7685,56.9,89.9,791,5.9,9.2,6894,51,80.6,868,6.4,10.1,2219,16.4,1849,13.7,552,4.1,312,2.3
Citywide,Citywide,,SWD,2015,5 year June,13705,8042,58.7,4197,30.6,52.2,269,2,3.3,3928,28.7,48.8,3845,28.1,47.8,2180,15.9,2314,16.9,889,6.5,278,2
Citywide,Citywide,,SWD,2014,5 year June,13573,7570,55.8,3715,27.4,49.1,251,1.8,3.3,3464,25.5,45.8,3855,28.4,50.9,2130,15.7,2762,20.3,877,6.5,232,1.7
Citywide,Citywide,,SWD,2013,5 year June,13012,6884,52.9,3375,25.9,49,235,1.8,3.4,3140,24.1,45.6,3509,27,51,2419,18.6,2540,19.5,939,7.2,226,1.7
Citywide,Citywide,,SWD,2012,5 year June,13010,6571,50.5,3346,25.7,50.9,196,1.5,3,3150,24.2,47.9,3225,24.8,49.1,2579,19.8,2554,19.6,1070,8.2,185,1.4
Citywide,Citywide,,SWD,2017,6 year June,13565,9357,69,9090,67,97.1,1408,10.4,15,7682,56.6,82.1,267,2,2.9,1077,7.9,1964,14.5,923,6.8,226,1.7
Citywide,Citywide,,SWD,2016,6 year June,13362,8913,66.7,8019,60,90,792,5.9,8.9,7227,54.1,81.1,894,6.7,10,1205,9,2176,16.3,735,5.5,315,2.4
Citywide,Citywide,,SWD,2015,6 year June,13609,8500,62.5,4568,33.6,53.7,270,2,3.2,4298,31.6,50.6,3932,28.9,46.3,1396,10.3,2472,18.2,968,7.1,266,2
Citywide,Citywide,,SWD,2014,6 year June,13513,8070,59.7,3905,28.9,48.4,253,1.9,3.1,3652,27,45.3,4165,30.8,51.6,1424,10.5,2793,20.7,969,7.2,257,1.9
Citywide,Citywide,,SWD,2013,6 year June,12920,7378,57.1,3456,26.7,46.8,238,1.8,3.2,3218,24.9,43.6,3922,30.4,53.2,1448,11.2,2884,22.3,994,7.7,215,1.7
Citywide,Citywide,,SWD,2012,6 year June,12920,7045,54.5,3428,26.5,48.7,196,1.5,2.8,3232,25,45.9,3617,28,51.3,1726,13.4,2800,21.7,1161,9,181,1.4
Citywide,Citywide,,Asian,2019,4 year August,12614,11597,91.9,11586,91.9,99.9,6683,53,57.6,4903,38.9,42.3,11,0.1,0.1,632,5,318,2.5,16,0.1,50,0.4
Citywide,Citywide,,Asian,2018,4 year August,12955,11950,92.2,11931,92.1,99.8,7910,61.1,66.2,4021,31,33.6,19,0.1,0.2,569,4.4,353,2.7,34,0.3,49,0.4
Citywide,Citywide,,Asian,2017,4 year August,13000,11842,91.1,11839,91.1,100,8228,63.3,69.5,3611,27.8,30.5,3,0,0,739,5.7,349,2.7,14,0.1,54,0.4
Citywide,Citywide,,Asian,2016,4 year August,12922,11579,89.6,11519,89.1,99.5,7639,59.1,66,3880,30,33.5,60,0.5,0.5,777,6,455,3.5,32,0.2,79,0.6
Citywide,Citywide,,Asian,2015,4 year August,12905,11383,88.2,11087,85.9,97.4,6261,48.5,55,4826,37.4,42.4,296,2.3,2.6,906,7,530,4.1,29,0.2,56,0.4
Citywide,Citywide,,Asian,2014,4 year August,13123,11567,88.1,11293,86.1,97.6,6572,50.1,56.8,4721,36,40.8,274,2.1,2.4,1002,7.6,488,3.7,32,0.2,34,0.3
Citywide,Citywide,,Asian,2013,4 year August,12480,10926,87.5,10724,85.9,98.2,6147,49.3,56.3,4577,36.7,41.9,202,1.6,1.8,992,7.9,501,4,24,0.2,34,0.3
Citywide,Citywide,,Asian,2012,4 year August,12480,10707,85.8,10525,84.3,98.3,5871,47,54.8,4654,37.3,43.5,182,1.5,1.7,1123,9,576,4.6,38,0.3,30,0.2
Citywide,Citywide,,Asian,2019,4 year June,12614,11319,89.7,11306,89.6,99.9,6643,52.7,58.7,4663,37,41.2,13,0.1,0.1,903,7.2,323,2.6,18,0.1,50,0.4
Citywide,Citywide,,Asian,2018,4 year June,12955,11663,90,11646,89.9,99.9,7840,60.5,67.2,3806,29.4,32.6,17,0.1,0.1,850,6.6,359,2.8,34,0.3,49,0.4
Citywide,Citywide,,Asian,2017,4 year June,13000,11565,89,11555,88.9,99.9,8118,62.4,70.2,3437,26.4,29.7,10,0.1,0.1,1014,7.8,351,2.7,14,0.1,54,0.4
Citywide,Citywide,,Asian,2016,4 year June,12922,11363,87.9,11306,87.5,99.5,7605,58.9,66.9,3701,28.6,32.6,57,0.4,0.5,990,7.7,458,3.5,32,0.2,79,0.6
Citywide,Citywide,,Asian,2015,4 year June,12905,11031,85.5,10781,83.5,97.7,6214,48.2,56.3,4567,35.4,41.4,250,1.9,2.3,1256,9.7,532,4.1,29,0.2,56,0.4
Citywide,Citywide,,Asian,2014,4 year June,13123,11208,85.4,10981,83.7,98,6522,49.7,58.2,4459,34,39.8,227,1.7,2,1361,10.4,488,3.7,32,0.2,34,0.3
Citywide,Citywide,,Asian,2013,4 year June,12480,10607,85,10432,83.6,98.4,6106,48.9,57.6,4326,34.7,40.8,175,1.4,1.6,1310,10.5,501,4,24,0.2,34,0.3
Citywide,Citywide,,Asian,2012,4 year June,12480,10424,83.5,10270,82.3,98.5,5837,46.8,56,4433,35.5,42.5,154,1.2,1.5,1405,11.3,576,4.6,39,0.3,30,0.2
Citywide,Citywide,,Asian,2018,5 year August,12941,12110,93.6,12087,93.4,99.8,7927,61.3,65.5,4160,32.1,34.4,23,0.2,0.2,215,1.7,484,3.7,65,0.5,67,0.5
Citywide,Citywide,,Asian,2017,5 year August,12983,12094,93.2,12087,93.1,99.9,8249,63.5,68.2,3838,29.6,31.7,7,0.1,0.1,229,1.8,503,3.9,64,0.5,91,0.7
Citywide,Citywide,,Asian,2016,5 year August,12906,11883,92.1,11817,91.6,99.4,7674,59.5,64.6,4143,32.1,34.9,66,0.5,0.6,302,2.3,575,4.5,61,0.5,85,0.7
Citywide,Citywide,,Asian,2015,5 year August,12883,11788,91.5,11462,89,97.2,6295,48.9,53.4,5167,40.1,43.8,326,2.5,2.8,288,2.2,643,5,80,0.6,82,0.6
Citywide,Citywide,,Asian,2014,5 year August,13087,11883,90.8,11545,88.2,97.2,6596,50.4,55.5,4949,37.8,41.6,338,2.6,2.8,308,2.4,765,5.8,77,0.6,54,0.4
Citywide,Citywide,,Asian,2013,5 year August,12446,11142,89.5,10897,87.6,97.8,6094,49,54.7,4803,38.6,43.1,245,2,2.2,420,3.4,684,5.5,151,1.2,47,0.4
Citywide,Citywide,,Asian,2012,5 year August,12441,11064,88.9,10840,87.1,98,5884,47.3,53.2,4956,39.8,44.8,224,1.8,2,464,3.7,772,6.2,101,0.8,37,0.3
Citywide,Citywide,,Asian,2018,5 year June,12941,12090,93.4,12067,93.2,99.8,7926,61.2,65.6,4141,32,34.3,23,0.2,0.2,229,1.8,490,3.8,65,0.5,67,0.5
Citywide,Citywide,,Asian,2017,5 year June,12983,12064,92.9,12058,92.9,100,8249,63.5,68.4,3809,29.3,31.6,6,0,0,251,1.9,511,3.9,64,0.5,91,0.7
Citywide,Citywide,,Asian,2016,5 year June,12906,11848,91.8,11782,91.3,99.4,7669,59.4,64.7,4113,31.9,34.7,66,0.5,0.6,331,2.6,581,4.5,61,0.5,85,0.7
Citywide,Citywide,,Asian,2015,5 year June,12883,11744,91.2,11418,88.6,97.2,6292,48.8,53.6,5126,39.8,43.6,326,2.5,2.8,317,2.5,658,5.1,80,0.6,82,0.6
Citywide,Citywide,,Asian,2014,5 year June,13087,11834,90.4,11510,87.9,97.3,6592,50.4,55.7,4918,37.6,41.6,324,2.5,2.7,337,2.6,785,6,77,0.6,54,0.4
Citywide,Citywide,,Asian,2013,5 year June,12446,11088,89.1,10852,87.2,97.9,6093,49,55,4759,38.2,42.9,236,1.9,2.1,468,3.8,690,5.5,151,1.2,47,0.4
Citywide,Citywide,,Asian,2012,5 year June,12441,11004,88.4,10791,86.7,98.1,5884,47.3,53.5,4907,39.4,44.6,213,1.7,1.9,521,4.2,775,6.2,101,0.8,37,0.3
Citywide,Citywide,,Asian,2017,6 year June,12980,12124,93.4,12115,93.3,99.9,8254,63.6,68.1,3861,29.7,31.8,9,0.1,0.1,140,1.1,549,4.2,72,0.6,93,0.7
Citywide,Citywide,,Asian,2016,6 year June,12905,11941,92.5,11874,92,99.4,7680,59.5,64.3,4194,32.5,35.1,67,0.5,0.6,165,1.3,634,4.9,79,0.6,86,0.7
Citywide,Citywide,,Asian,2015,6 year June,12887,11868,92.1,11540,89.5,97.2,6298,48.9,53.1,5242,40.7,44.2,328,2.5,2.8,177,1.4,665,5.2,85,0.7,91,0.7
Citywide,Citywide,,Asian,2014,6 year June,13088,12005,91.7,11652,89,97.1,6596,50.4,54.9,5056,38.6,42.1,353,2.7,2.9,179,1.4,748,5.7,94,0.7,62,0.5
Citywide,Citywide,,Asian,2013,6 year June,12447,11224,90.2,10963,88.1,97.7,6097,49,54.3,4866,39.1,43.4,261,2.1,2.3,253,2,759,6.1,158,1.3,51,0.4
Citywide,Citywide,,Asian,2012,6 year June,12426,11140,89.7,10897,87.7,97.8,5886,47.4,52.8,5011,40.3,45,243,2,2.2,277,2.2,837,6.7,107,0.9,44,0.4
Citywide,Citywide,,Black,2019,4 year August,16564,13287,80.2,13211,79.8,99.4,1909,11.5,14.4,11302,68.2,85.1,76,0.5,0.6,2073,12.5,899,5.4,98,0.6,193,1.2
Citywide,Citywide,,Black,2018,4 year August,17040,13750,80.7,13664,80.2,99.4,3256,19.1,23.7,10408,61.1,75.7,86,0.5,0.6,2097,12.3,896,5.3,104,0.6,177,1
Citywide,Citywide,,Black,2017,4 year August,17832,14100,79.1,14009,78.6,99.4,3866,21.7,27.4,10143,56.9,71.9,91,0.5,0.6,2530,14.2,929,5.2,72,0.4,178,1
Citywide,Citywide,,Black,2016,4 year August,19149,14606,76.3,14253,74.4,97.6,3063,16,21,11190,58.4,76.6,353,1.8,2.4,3053,15.9,1119,5.8,92,0.5,273,1.4
Citywide,Citywide,,Black,2015,4 year August,19569,14423,73.7,12521,64,86.8,1607,8.2,11.1,10914,55.8,75.7,1902,9.7,13.2,3212,16.4,1612,8.2,112,0.6,208,1.1
Citywide,Citywide,,Black,2014,4 year August,20292,14627,72.1,12933,63.7,88.4,1623,8,11.1,11310,55.7,77.3,1694,8.3,11.6,3767,18.6,1542,7.6,136,0.7,214,1.1
Citywide,Citywide,,Black,2013,4 year August,20539,14375,70,12916,62.9,89.9,1678,8.2,11.7,11238,54.7,78.2,1459,7.1,10.1,4133,20.1,1618,7.9,150,0.7,208,1
Citywide,Citywide,,Black,2012,4 year August,21712,14916,68.7,13543,62.4,90.8,1602,7.4,10.7,11941,55,80.1,1373,6.3,9.2,4465,20.6,1897,8.7,174,0.8,166,0.8
Citywide,Citywide,,Black,2019,4 year June,16564,12808,77.3,12735,76.9,99.4,1902,11.5,14.9,10833,65.4,84.6,73,0.4,0.6,2535,15.3,914,5.5,100,0.6,193,1.2
Citywide,Citywide,,Black,2018,4 year June,17040,13362,78.4,13287,78,99.4,3239,19,24.2,10048,59,75.2,75,0.4,0.6,2476,14.5,905,5.3,104,0.6,177,1
Citywide,Citywide,,Black,2017,4 year June,17832,13593,76.2,13513,75.8,99.4,3841,21.5,28.3,9672,54.2,71.2,80,0.4,0.6,3031,17,935,5.2,72,0.4,178,1
Citywide,Citywide,,Black,2016,4 year June,19149,14202,74.2,13867,72.4,97.6,3052,15.9,21.5,10815,56.5,76.2,335,1.7,2.4,3448,18,1128,5.9,92,0.5,273,1.4
Citywide,Citywide,,Black,2015,4 year June,19569,13631,69.7,11952,61.1,87.7,1600,8.2,11.7,10352,52.9,75.9,1679,8.6,12.3,3988,20.4,1628,8.3,112,0.6,208,1.1
Citywide,Citywide,,Black,2014,4 year June,20292,13890,68.5,12406,61.1,89.3,1620,8,11.7,10786,53.2,77.7,1484,7.3,10.7,4504,22.2,1542,7.6,136,0.7,214,1.1
Citywide,Citywide,,Black,2013,4 year June,20539,13656,66.5,12379,60.3,90.6,1668,8.1,12.2,10711,52.1,78.4,1277,6.2,9.4,4846,23.6,1618,7.9,156,0.8,208,1
Citywide,Citywide,,Black,2012,4 year June,21712,14169,65.3,12953,59.7,91.4,1597,7.4,11.3,11356,52.3,80.1,1216,5.6,8.6,5208,24,1897,8.7,176,0.8,166,0.8
Citywide,Citywide,,Black,2018,5 year August,16942,14321,84.5,14209,83.9,99.2,3261,19.2,22.8,10948,64.6,76.4,112,0.7,0.8,792,4.7,1292,7.6,278,1.6,244,1.4
Citywide,Citywide,,Black,2017,5 year August,17756,14763,83.1,14657,82.5,99.3,3869,21.8,26.2,10788,60.8,73.1,106,0.6,0.7,937,5.3,1513,8.5,283,1.6,239,1.3
Citywide,Citywide,,Black,2016,5 year August,19106,15517,81.2,15114,79.1,97.4,3069,16.1,19.8,12045,63,77.6,403,2.1,2.6,1381,7.2,1671,8.7,191,1,326,1.7
Citywide,Citywide,,Black,2015,5 year August,19552,15574,79.7,13445,68.8,86.3,1609,8.2,10.3,11836,60.5,76,2129,10.9,13.7,1318,6.7,2039,10.4,320,1.6,297,1.5
Citywide,Citywide,,Black,2014,5 year August,20283,15754,77.7,13632,67.2,86.5,1626,8,10.3,12006,59.2,76.2,2122,10.5,13.5,1342,6.6,2618,12.9,324,1.6,242,1.2
Citywide,Citywide,,Black,2013,5 year August,20340,15559,76.5,13653,67.1,87.7,1679,8.3,10.8,11974,58.9,77,1906,9.4,12.3,1770,8.7,2398,11.8,370,1.8,234,1.2
Citywide,Citywide,,Black,2012,5 year August,21641,16224,75,14463,66.8,89.1,1604,7.4,9.9,12859,59.4,79.3,1761,8.1,10.9,2019,9.3,2702,12.5,410,1.9,195,0.9
Citywide,Citywide,,Black,2018,5 year June,16942,14248,84.1,14138,83.4,99.2,3261,19.2,22.9,10877,64.2,76.3,110,0.6,0.8,847,5,1310,7.7,278,1.6,244,1.4
Citywide,Citywide,,Black,2017,5 year June,17756,14703,82.8,14596,82.2,99.3,3869,21.8,26.3,10727,60.4,73,107,0.6,0.7,982,5.5,1528,8.6,283,1.6,239,1.3
Citywide,Citywide,,Black,2016,5 year June,19106,15407,80.6,15015,78.6,97.5,3068,16.1,19.9,11947,62.5,77.5,392,2.1,2.5,1487,7.8,1675,8.8,191,1,326,1.7
Citywide,Citywide,,Black,2015,5 year June,19552,15460,79.1,13347,68.3,86.3,1609,8.2,10.4,11738,60,75.9,2113,10.8,13.7,1396,7.1,2075,10.6,320,1.6,297,1.5
Citywide,Citywide,,Black,2014,5 year June,20283,15597,76.9,13548,66.8,86.9,1625,8,10.4,11923,58.8,76.4,2049,10.1,13.1,1453,7.2,2664,13.1,324,1.6,242,1.2
Citywide,Citywide,,Black,2013,5 year June,20340,15391,75.7,13573,66.7,88.2,1679,8.3,10.9,11894,58.5,77.3,1818,8.9,11.8,1937,9.5,2398,11.8,371,1.8,234,1.2
Citywide,Citywide,,Black,2012,5 year June,21641,16030,74.1,14350,66.3,89.5,1604,7.4,10,12746,58.9,79.5,1680,7.8,10.5,2205,10.2,2709,12.5,410,1.9,195,0.9
Citywide,Citywide,,Black,2017,6 year June,17712,14927,84.3,14808,83.6,99.2,3869,21.8,25.9,10939,61.8,73.3,119,0.7,0.8,529,3,1680,9.5,312,1.8,250,1.4
Citywide,Citywide,,Black,2016,6 year June,19067,15780,82.8,15369,80.6,97.4,3071,16.1,19.5,12298,64.5,77.9,411,2.2,2.6,645,3.4,2023,10.6,258,1.4,342,1.8
Citywide,Citywide,,Black,2015,6 year June,19530,15928,81.6,13773,70.5,86.5,1611,8.2,10.1,12162,62.3,76.4,2155,11,13.5,768,3.9,2179,11.2,345,1.8,303,1.6
Citywide,Citywide,,Black,2014,6 year June,20249,16184,79.9,13958,68.9,86.2,1629,8,10.1,12329,60.9,76.2,2226,11,13.8,810,4,2638,13,345,1.7,270,1.3
Citywide,Citywide,,Black,2013,6 year June,20348,15971,78.5,13892,68.3,87,1680,8.3,10.5,12212,60,76.5,2079,10.2,13,992,4.9,2761,13.6,393,1.9,225,1.1
Citywide,Citywide,,Black,2012,6 year June,21492,16648,77.5,14721,68.5,88.4,1604,7.5,9.6,13117,61,78.8,1927,9,11.6,1185,5.5,2989,13.9,446,2.1,202,0.9
Citywide,Citywide,,Hispanic,2019,4 year August,28980,23182,80,23084,79.7,99.6,5461,18.8,23.6,17623,60.8,76,98,0.3,0.4,3236,11.2,2174,7.5,113,0.4,254,0.9
Citywide,Citywide,,Hispanic,2018,4 year August,28518,22681,79.5,22576,79.2,99.5,7390,25.9,32.6,15186,53.3,67,105,0.4,0.5,3185,11.2,2254,7.9,123,0.4,263,0.9
Citywide,Citywide,,Hispanic,2017,4 year August,28889,22670,78.5,22533,78,99.4,8256,28.6,36.4,14277,49.4,63,137,0.5,0.6,3868,13.4,1946,6.7,111,0.4,275,1
Citywide,Citywide,,Hispanic,2016,4 year August,29323,21869,74.6,21412,73,97.9,6420,21.9,29.4,14992,51.1,68.6,457,1.6,2.1,4585,15.6,2343,8,98,0.3,420,1.4
Citywide,Citywide,,Hispanic,2015,4 year August,29120,20978,72,18542,63.7,88.4,3619,12.4,17.3,14923,51.2,71.1,2436,8.4,11.6,4593,15.8,3058,10.5,132,0.5,358,1.2
Citywide,Citywide,,Hispanic,2014,4 year August,29337,20532,70,18252,62.2,88.9,3373,11.5,16.4,14879,50.7,72.5,2280,7.8,11.1,5259,17.9,3074,10.5,134,0.5,335,1.1
Citywide,Citywide,,Hispanic,2013,4 year August,28729,19630,68.3,17640,61.4,89.9,3246,11.3,16.5,14394,50.1,73.3,1990,6.9,10.1,5541,19.3,3062,10.7,187,0.7,263,0.9
Citywide,Citywide,,Hispanic,2012,4 year August,28690,19312,67.3,17687,61.6,91.6,2837,9.9,14.7,14850,51.8,76.9,1625,5.7,8.4,5653,19.7,3216,11.2,203,0.7,238,0.8
Citywide,Citywide,,Hispanic,2019,4 year June,28980,22333,77.1,22240,76.7,99.6,5436,18.8,24.3,16804,58,75.2,93,0.3,0.4,4054,14,2200,7.6,118,0.4,254,0.9
Citywide,Citywide,,Hispanic,2018,4 year June,28518,21951,77,21867,76.7,99.6,7344,25.8,33.5,14523,50.9,66.2,84,0.3,0.4,3909,13.7,2260,7.9,123,0.4,263,0.9
Citywide,Citywide,,Hispanic,2017,4 year June,28889,21762,75.3,21649,74.9,99.5,8142,28.2,37.4,13507,46.8,62.1,113,0.4,0.5,4763,16.5,1958,6.8,112,0.4,275,1
Citywide,Citywide,,Hispanic,2016,4 year June,29323,21275,72.6,20842,71.1,98,6386,21.8,30,14456,49.3,67.9,433,1.5,2,5167,17.6,2355,8,98,0.3,420,1.4
Citywide,Citywide,,Hispanic,2015,4 year June,29120,19852,68.2,17749,61,89.4,3603,12.4,18.1,14146,48.6,71.3,2103,7.2,10.6,5692,19.5,3083,10.6,134,0.5,358,1.2
